species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Nankeen Night Heron', 'Spotted Dove', 'Yellow-vented Bulbul']",Manila Zoo,120.9884,14.5648,9,2023,8,0,8,0,8,69
"['Black-crowned Night Heron', 'Eastern Cattle-Egret', 'Common Kingfisher', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Nankeen Night Heron', 'Yellow-vented Bulbul']",Manila Zoo,120.9884,14.5648,11,2023,9,1,9,1,10,107
"['Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow']","President Diosdado Macapagal Boulevard, Pasay PH-Metro Manila (14.5362,120.9888)",120.988762,14.536235,6,2023,3,0,3,0,3,12
"['Brown Shrike', 'Collared Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red Collared-Dove', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Manila North Cemetery, Manila, Metro Manila, Philippines",120.988782,14.626575,3,2023,14,1,14,1,15,157
"['Chinese Pond-Heron', 'Eurasian Tree Sparrow', 'Little Ringed Plover', 'Little Egret', 'Philippine Pied-Fantail', 'Pied Triller']","Alabang-Zapote Road, Las Piñas, Metro Manila, PH (14.447, 120.989)",120.9888858,14.4466209,5,2023,5,1,4,2,6,61
"['Barred Rail', 'Black-crowned Night Heron', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Chinese Pond-Heron', 'Cinnamon Bittern', 'Collared Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Metro Mall, Las Piñas, Metro Manila, PH (14.448, 120.989)",120.989058,14.447899,5,2023,21,3,20,4,24,428
"['Arctic Warbler', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Common Redshank', 'Common Sandpiper', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Gray-rumped Swiftlet', 'Kentish Plover', 'Philippine Jungle Crow', 'Little Egret', 'Pied Triller', 'Purple Heron', 'Rock Pigeon', 'Nankeen Night Heron', 'Spotted Dove', 'Little Heron', 'Whiskered Tern', 'Yellow-vented Bulbul']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,1,2023,18,7,15,10,25,762
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Collared Kingfisher', 'Common Greenshank', 'Eurasian Moorhen', 'Common Redshank', 'Gray Heron', 'Great Egret', 'Little Egret', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Nankeen Night Heron', 'Little Heron', 'Whiskered Tern']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,3,2023,10,4,7,7,14,1625
"['Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Little Egret', 'Nankeen Night Heron']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,4,2023,5,0,5,0,5,64
"['Black-crowned Night Heron', 'Collared Kingfisher', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Great Egret', 'Little Egret', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,10,2023,8,1,6,3,9,46
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Gray Heron', 'Great Egret', 'Little Egret', 'Nankeen Night Heron', 'Little Heron', 'Whiskered Tern']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,11,2023,8,3,6,5,11,645
"['Eastern Cattle-Egret', 'Pacific Swift', 'Little Egret']",LPPWP--Fisherman's Wharf,120.9890603,14.5004514,12,2023,3,0,2,1,3,4
"['Barred Rail', 'Black-crowned Night Heron', 'Brown Shrike', 'Chinese Pond-Heron', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-headed Cisticola', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Scaly-breasted Munia', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'White-breasted Waterhen', 'Zebra Dove']","River Drive, Las Piñas PH-Metro Manila 14.44867, 120.98911",120.989107,14.448667,5,2023,14,3,14,3,17,210
"['Black-crowned Night Heron', 'Brown Shrike', 'Chinese Pond-Heron', 'Little Egret']",Las Pinas Riverdrive,120.9892636,14.4489617,5,2023,2,2,2,2,4,4
"['Barred Rail', 'Black-crowned Night Heron', 'Brown Shrike', 'Chestnut Munia', 'Chinese Pond-Heron', 'Cinnamon Bittern', 'Collared Kingfisher', 'Common Sandpiper', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","River Drive, Las Piñas PH-Metro Manila",120.989341,14.448462,5,2023,23,2,21,4,25,244
"['Barred Rail', 'Barn Swallow', 'Brown Shrike', 'Chestnut Munia', 'Chinese Pond-Heron', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-rumped Swiftlet', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",NCR -  Las Piñas - Antipolo,120.9895366,14.4499097,5,2023,19,2,16,5,21,69
['Asian Glossy Starling'],"President Diosdado Macapagal Boulevard, Parañaque PH-Metro Manila (14.5141,120.9901)",120.990089,14.514111,1,2023,1,0,1,0,1,1
['Crested Myna'],"President Diosdado Macapagal Boulevard, Parañaque PH-Metro Manila (14.5224,120.9907)",120.990691,14.522429,1,2023,1,0,1,0,1,2
"['Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Rock Pigeon']","PITX--Parañaque, Metro Manila, PH",120.9914972,14.5147898,4,2023,5,0,5,0,5,26
"['Garden Sunbird', 'Philippine Pied-Fantail']","Dos Castillas Street, Metro Manila, PH (14.612, 120.992)",120.9921007,14.611527,12,2023,2,0,2,0,2,2
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Garden Sunbird', 'Yellow-vented Bulbul', 'Zebra Dove']","Roxas Boulevard Service Road, Pasay PH-Metro Manila near Midas hotel",120.992414,14.539664,2,2023,6,0,6,0,6,47
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Rock Pigeon', 'Yellow-vented Bulbul']","Roxas Boulevard, Pasay PH-Metro Manila 14.53763, 120.99251",120.992514,14.537633,1,2023,5,0,5,0,5,67
['Eurasian Tree Sparrow'],"Lancaster Street, Pasay PH-Metro Manila 14.53974, 120.99276. Midas Hotel",120.992763,14.539737,3,2023,1,0,1,0,1,2
"['Asian Glossy Starling', 'Barn Swallow', 'Eurasian Tree Sparrow', 'Gray Wagtail', 'Scaly-breasted Munia', 'Garden Sunbird', 'Ameline Swiftlet', 'Pygmy Swiftlet', 'Rock Pigeon', 'Yellow-vented Bulbul']",Midas Hotel,120.9928773,14.5398905,4,2023,9,1,8,2,10,31
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow']","Mixue Ice Cream and Tea Parañaque--Parañaque, Metro Manila, PH",120.9929114,14.5263868,4,2023,3,0,3,0,3,12
['Rock Pigeon'],"8355 Roxas Boulevard, Parañaque, Metro Manila, PH (14,518, 120,993)",120.9930683,14.5179183,7,2023,1,0,1,0,1,1
"['Eurasian Tree Sparrow', 'Pacific Swallow', 'Yellow-vented Bulbul', 'Zebra Dove']",midas hotel and casino,120.993191,14.540543,3,2023,4,0,4,0,4,12
"['Asian Glossy Starling', 'Blue Rock-Thrush', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Garden Sunbird', 'Nankeen Night Heron', 'Yellow-vented Bulbul', 'Zebra Dove']",Midas Casino balcony,120.993267,14.540919,2,2023,9,1,9,1,10,16
"['Asian Glossy Starling', 'Yellow-vented Bulbul']","De La Salle University, Malate, Manila",120.9935774,14.5646625,2,2023,2,0,2,0,2,3
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Rock Pigeon', 'Whiskered Tern', 'Zebra Dove']","J.P. Rizal, Lungsod ng Parañaque, Kalakhang Maynila, PH",120.9953211,14.5042139,4,2023,6,0,5,1,6,70
"['Barn Swallow', 'Crested Myna', 'Eurasian Tree Sparrow', 'Scaly-breasted Munia', 'Striated Grassbird']",Bacoor,120.9953766,14.3808505,4,2023,5,0,4,1,5,43
"['Chestnut Munia', 'Crested Myna', 'Eurasian Tree Sparrow', 'Scaly-breasted Munia', 'Yellow-vented Bulbul']",Bacoor,120.9953766,14.3808505,5,2023,5,0,5,0,5,21
"['Brown Shrike', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","The Henry Hotel, Pasay (restricted access)",120.9958585,14.5408577,12,2023,7,1,7,1,8,110
"['Barn Swallow', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Collared Kingfisher', 'Common Kingfisher', 'Eurasian Moorhen', 'Eurasian Tree Sparrow', 'Greater Painted-Snipe', 'Gray-streaked Flycatcher', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Little Heron', 'White-breasted Waterhen', 'Yellow Bittern', 'Yellow-vented Bulbul']",Ninoy Aquino Park,120.9959936,14.5407643,4,2023,15,5,15,5,20,72
"['Collared Kingfisher', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Yellow-vented Bulbul']","The Henry Hotel, Pasay City",120.9960754,14.5408785,4,2023,4,0,4,0,4,6
['Philippine Pied-Fantail'],"Union Street, Paco, Manila",120.9972891,14.580863,1,2023,1,0,1,0,1,1
"['Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Sandpiper', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Great Egret', 'Gray Wagtail', 'Little Egret', 'Lowland White-eye', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","M. Guazon St., Paco, Manila 14.59486, 120.99905",120.999046,14.594856,2,2023,19,3,17,5,22,688
"['Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Rock Pigeon', 'Whiskered Tern']",Petron Station,120.9992931,14.5272067,4,2023,4,0,3,1,4,56
"['Brown Shrike', 'Yellow-vented Bulbul', 'Zebra Dove']",NCR - QC - Arce Compound Selecta Drive,120.9993278,14.6473133,4,2023,2,1,2,1,3,6
"['Asian Glossy Starling', 'Brown Shrike', 'Crested Myna', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Salem Complex, Pasay PH-Metro Manila 14.52297, 121.00001",121.000009,14.522966,11,2023,7,1,7,1,8,38
['Crested Myna'],"E6, Pasay PH-Metro Manila 14.51766, 121.00028",121.000276,14.517665,2,2023,1,0,1,0,1,1
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Red Junglefowl', 'Rock Pigeon', 'White-winged Tern']","5841 Zobel Roxas Street, Makati, Metro Manila, PH",121.0005956,14.5631993,12,2023,5,1,5,1,6,31
"['Brown Shrike', 'Blue Rock-Thrush']","St. Theresa's College, QC",121.0008082,14.6278003,3,2023,0,2,0,2,2,2
"['Brown Shrike', 'Blue Rock-Thrush']","St. Theresa's College, QC",121.0008082,14.6278003,10,2023,0,2,0,2,2,3
['Whiskered Tern'],"Nagtahan Bridge, Pasig River",121.0014327,14.5956297,4,2023,1,0,0,1,1,20
"['Asian Glossy Starling', 'Pacific Swallow', 'Yellow-vented Bulbul']",Manila City - Opalo,121.0017967,14.5702023,4,2023,3,0,3,0,3,5
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Ameline Swiftlet', 'Yellow-vented Bulbul']","Pasay, Metro Manila, PH (14,536, 121,003)",121.002857,14.5361027,1,2023,5,0,5,0,5,25
"['Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Crested Myna', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet']","Zapote River Drive, Las Piñas PH-Metro Manila (14.3947,121.0029)",121.002901,14.394732,10,2023,5,1,5,1,6,12
"['Asian Glossy Starling', 'Whiskered Tern']","235 Andrews Avenue, Pasay, Metro Manila, PH (14.528, 121.004)",121.0035518,14.5280484,10,2023,2,0,1,1,2,3
['Chestnut Munia'],"Airport car park, Manila",121.0036792,14.5076231,10,2023,1,0,1,0,1,2
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Rock Pigeon']","Aurora Boulevard, Pasay PH-Metro Manila (14.5318,121.0040)",121.004032,14.531831,6,2023,4,0,4,0,4,8
['Garden Sunbird'],"Baesa, Reparo Rd",121.0042669,14.6761227,1,2023,1,0,1,0,1,1
"['Black-naped Oriole', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Scaly-breasted Munia', 'Yellow-vented Bulbul', 'Zebra Dove']","Lao's House, Bacoor, Cavite",121.004837,14.38768,9,2023,8,1,8,1,9,45
['Brown Shrike'],"Lao's House, Bacoor, Cavite",121.004837,14.38768,10,2023,0,1,0,1,1,1
"['Asian Glossy Starling', 'Garden Sunbird']","San Isidro, Makati City",121.0049228,14.5525034,2,2023,2,0,2,0,2,4
['Asian Glossy Starling'],"San Isidro, Makati City",121.0049228,14.5525034,7,2023,1,0,1,0,1,1
['Eurasian Tree Sparrow'],"Andrews Avenue, Pasay PH-Metro Manila 14.52791, 121.00512",121.005115,14.527912,2,2023,1,0,1,0,1,6
"['Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Rock Pigeon']","Tramo Overpass, Pasay PH-Metro Manila 14.53820, 121.00587",121.005866,14.5382,6,2023,4,0,4,0,4,7
['Barred Rail'],"1011, Manila PH-Metro Manila 14.59725, 121.00594",121.005943,14.597254,3,2023,1,0,1,0,1,1
"['Brown Shrike', 'Blue-tailed Bee-eater', 'Chestnut Munia', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Java Sparrow', 'Pacific Swallow', 'Pied Bushchat', 'Striated Grassbird', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']","Ifugao Street, Springville Heights, Bacoor, Cavite",121.007101,14.390816,9,2023,10,2,10,2,12,25
"['Barn Swallow', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Eurasian Tree Sparrow', 'Medium Egret', 'Little Egret', 'Scaly-breasted Munia', 'Rose-ringed Parakeet', 'Yellow-vented Bulbul']","Zapote River Drive, Bacoor City PH-Cavite (14.3900,121.0081)",121.008093,14.390018,9,2023,8,1,7,2,9,16
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Rock Pigeon', 'Whiskered Tern']","Edsa, Pasay PH-Metro Manila 14.53860, 121.00835",121.008349,14.538598,1,2023,4,0,3,1,4,8
"['Black-naped Oriole', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Rock Pigeon', 'Yellow-vented Bulbul']","680 Manga Avenue, Manila, Metro Manila, PH (14.607, 121.009)",121.008632,14.6068823,12,2023,5,1,5,1,6,21
['Eurasian Tree Sparrow'],"Terminal 2 Entrance, Pasay, Metro Manila, PH (14,51, 121,009)",121.00889,14.5103567,7,2023,1,0,1,0,1,3
"['Arctic Warbler', 'Barn Swallow', 'Brown Shrike', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Spotted Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","1300, 帕賽市 PH-馬尼拉大都會",121.009164,14.512343,2,2023,11,2,10,3,13,264
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Peregrine Falcon', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pygmy Swiftlet', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'White-breasted Waterhen', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,1,2023,25,3,23,5,28,1054
"['Asian Glossy Starling', 'Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Cockatiel', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Great Egret', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,2,2023,22,4,20,6,26,2077
"['Asian Glossy Starling', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Little Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,3,2023,24,3,22,5,27,1516
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Blue Rock-Thrush', 'Chestnut Munia', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'White-winged Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,4,2023,24,4,22,6,28,1475
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Chestnut Munia', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Great Egret', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'White-winged Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,5,2023,24,2,22,4,26,1124
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Pied Triller', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'White-winged Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,6,2023,22,0,20,2,22,650
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Chestnut Munia', 'Collared Kingfisher', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Pacific Swallow', 'Ameline Swiftlet', 'Rosy-faced Lovebird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,7,2023,22,0,21,1,22,444
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,8,2023,22,3,22,3,25,459
"['Asian Glossy Starling', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Common Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Rosy-faced Lovebird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,9,2023,25,3,23,5,28,1085
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Cockatiel', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Pacific Swallow', 'Ameline Swiftlet', 'Rosy-faced Lovebird', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'White-breasted Woodswallow', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,10,2023,28,3,27,4,31,1468
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Rosy-faced Lovebird', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,11,2023,26,3,25,4,29,1587
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Nankeen Night Heron', 'Little Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,12,2023,23,3,22,4,26,1464
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Pied-Fantail', 'Rock Pigeon']","Slex, National Capital Region",121.01084,14.5516127,3,2023,4,0,4,0,4,25
"['Black Bittern', 'Eurasian Tree Sparrow']","Slex, National Capital Region",121.01084,14.5516127,5,2023,1,1,2,0,2,7
"['Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Medium Egret', 'Ameline Swiftlet']",NAIA Complex,121.0111727,14.5227254,1,2023,3,1,3,1,4,46
"['Little Heron', 'Whiskered Tern']",NAIA Complex,121.0111727,14.5227254,3,2023,2,0,1,1,2,2
"['Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Pacific Swallow', 'Whiskered Tern', 'White-winged Tern']",NAIA Complex,121.0111727,14.5227254,4,2023,7,0,5,2,7,75
